name,smiles,canonical_smiles,inchi_key,sources,source_ids,sider_terms,in_dilirank,dilirank_category,in_tdc_dili_pos,known_hepatotoxic
dAVP,C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)CCSSCC(C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,NFLWUMRGJYTJIN-UHFFFAOYSA-N,sider,27991,Aspartate aminotransferase increased;Aspartate aminotransferase normal;Hepatic enzyme increased,0,unknown,0,1
"(13-methyl-17-oxo-9,11,12,14,15,16-hexahydro-6H-cyclopenta[a]phenanthren-3-yl) hydrogen sulfate",CC12CCC3C(=CCC4=C3C=CC(=C4)OS(=O)(=O)O)C1CCC2=O,CC12CCC3C(=CCc4cc(OS(=O)(=O)O)ccc43)C1CCC2=O,YJBYRYVLFAUXBJ-UHFFFAOYSA-N,sider,27993,Hepatic function abnormal;Hepatic neoplasm;Jaundice;Jaundice cholestatic,0,unknown,0,1
Razoxane,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,BMKDZUISNHGIBY-UHFFFAOYSA-N,sider,30623,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin increased,0,unknown,0,1
Carbimazole,CCOC(=O)N1C=CN(C1=S)C,CCOC(=O)n1ccn(C)c1=S,CFOYWRHIYXMDOT-UHFFFAOYSA-N,sider,31072,Hepatitis;Hepatitis cholestatic;Hepatocellular injury;Jaundice;Jaundice cholestatic;Liver disorder;Liver function test abnormal,0,unknown,0,1
Paraldehyde,CC1OC(OC(O1)C)C,CC1OC(C)OC(C)O1,SQYNKIJPMDEDEG-UHFFFAOYSA-N,sider,31264,Hepatitis toxic,0,unknown,0,1
"Methyl 7-chloro-6,7,8-trideoxy-6-((1-methyl-4-propylprolyl)amino)-2-O-phosphono-1-thiooctopyranoside",CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)OP(=O)(O)O)O)O)C(C)Cl,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(OP(=O)(O)O)C(O)C2O)N(C)C1,UFUVLHLTWXBHGZ-UHFFFAOYSA-N,sider,32603,Hepatic enzyme increased;Jaundice,0,unknown,0,1
Oxcarbazepine,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,CTRLABGOLIVAIY-UHFFFAOYSA-N,sider,34312,Blood alkaline phosphatase increased;Gamma-glutamyltransferase increased;Hepatic encephalopathy;Hepatic enzyme increased;Hepatitis;Liver function test abnormal;Transaminases increased,0,unknown,0,1
Xylan Sulfate,C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2CO[C@H]([C@@H]([C@H]2OS(=O)(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)O,O=S(=O)(O)O[C@@H]1[C@@H](OS(=O)(=O)O)[C@H](O[C@@H]2CO[C@@H](O)[C@H](OS(=O)(=O)O)[C@H]2OS(=O)(=O)O)OC[C@H]1O,FCCNSUIJIOOXEZ-SJYYZXOBSA-N,sider,37720,Jaundice;Liver function test abnormal,0,unknown,0,1
"Azane;cyclobutane-1,1-dicarboxylic acid;platinum",C1CC(C1)(C(=O)O)C(=O)O.N.N.[Pt],O=C(O)C1(C(=O)O)CCC1,DVQHYTBCTGYNNN-UHFFFAOYSA-N,sider,38904,Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin increased;Hepatotoxicity;Liver function test abnormal,0,unknown,0,1
Bezafibrate,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,IIBYAHWJQTYFKB-UHFFFAOYSA-N,sider,39042,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Cholestasis;Liver function test abnormal;Transaminases increased,0,unknown,0,1
Stiripentol (USAN:INN:JAN),CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O,CC(C)(C)C(O)C=Cc1ccc2c(c1)OCO2,IBLNKMRFIPWSOY-UHFFFAOYSA-N,sider,39524,Liver function test abnormal,0,unknown,0,1
Pirfenidone,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,Cc1ccc(=O)n(-c2ccccc2)c1,ISWRGOKTTBVCFA-UHFFFAOYSA-N,sider,40632,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood bilirubin increased;Gamma-glutamyltransferase increased,0,unknown,0,1
Desogestrel,CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,RPLCPCMSCLEKRS-BPIQYHPVSA-N,sider,40973,Hepatic neoplasm,0,unknown,0,1
"(17R)-13-ethyl-17-ethynyl-17-hydroxy-11-methylidene-2,6,7,8,9,10,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",CCC12CC(=C)C3C(C1CC[C@]2(C#C)O)CCC4=CC(=O)CCC34,C#C[C@]1(O)CCC2C3CCC4=CC(=O)CCC4C3C(=C)CC21CC,GCKFUYQCUCGESZ-KIIRVTSASA-N,sider,40976,Hepatic neoplasm;Hepatocellular injury;Liver disorder,0,unknown,0,1
"9-(4-Methoxy-2,3,6-trimethylphenyl)-3,7-dimethyl-2,4,6,8-nonatetraenoic acid",CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC,COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,IHUNBGSDBOWDMA-UHFFFAOYSA-N,sider,41317,Alanine aminotransferase increased;Hepatic function abnormal;Hepatitis;Hepatitis F;Jaundice;Liver function test abnormal,0,unknown,0,1
Nitazoxanide,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,YQNQNVDNTFHQSW-UHFFFAOYSA-N,sider,41684,Alanine aminotransferase increased,0,unknown,0,1
"(3R,4R,5S,6R)-5-(((2R,3R,4R,5S,6R)-5-(((2R,3R,4S,5S,6R)-3,4-dihydroxy-6-methyl-5-(((1S,4R,5S,6S)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl)amino)oxan-2-yl)oxy)-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl)oxy)-6-(hydroxymethyl)oxane-2,3,4-triol",C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,XUFXOAAUWZOOIT-UGEKTDRHSA-N,sider,41774,Hepatic function abnormal;Hepatitis;Hepatitis fulminant;Hepatocellular injury;Jaundice;Liver disorder;Liver function test abnormal;Liver injury;Traumatic liver injury,0,unknown,0,1
Desflurane,C(C(F)(F)F)(OC(F)F)F,FC(F)OC(F)C(F)(F)F,DPYMFVXJLLWWEU-UHFFFAOYSA-N,sider,42113,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood bilirubin increased;Cholestasis;Hepatic failure;Hepatic function abnormal;Hepatic necrosis;Hepatitis;Hepatocellular injury;Jaundice;Liver disorder;Liver function test abnormal;Transaminases increased,0,unknown,0,1
"7-[(1R,2R,3R)-3-hydroxy-2-(4-hydroxy-4-methyloct-1-enyl)-5-oxocyclopentyl]heptanoic acid methyl ester",CCCCC(C)(CC=C[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)OC)O)O,CCCCC(C)(O)CC=C[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,OJLOPKGSLYJEMD-LNQMSSPSSA-N,sider,42955,Blood alkaline phosphatase increased,0,unknown,0,1
"1-(Acetyloxy)ethyl (6R,7R)-3-[(carbamoyloxy)methyl]-7-[2-(furan-2-yl)-2-(methoxyimino)acetamido]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",CC(OC(=O)C)OC(=O)C1=C(CS[C@H]2N1C(=O)[C@H]2NC(=O)C(=NOC)C3=CC=CO3)COC(=O)N,CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,KEJCWVGMRLCZQQ-OBEQYXGQSA-N,sider,47419,Blood alkaline phosphatase increased;Blood bilirubin increased;Cholestasis;Hepatic enzyme increased;Hepatitis;Jaundice;Liver disorder,0,unknown,0,1
Nicorandil,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-],O=C(NCCO[N+](=O)[O-])c1cccnc1,LBHIOVVIQHSOQN-UHFFFAOYSA-N,sider,47528,Cholestasis;Hepatitis;Hepatocellular injury;Jaundice;Liver disorder,0,unknown,0,1
Pyr-D-His-Trp-Ser-Tyr-D-Ser(tBu)-Leu-Arg-Pro-Azagly-NH2,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,CC(C)CC(NC(=O)C(COC(C)(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(N)=O,BLCLNMBMMGCOAS-UHFFFAOYSA-N,sider,47725,Hepatic function abnormal;Hepatitis;Jaundice,0,unknown,0,1
"(7S)-7-[[4-(2-amino-1-carboxy-2-oxoethylidene)-1,3-dithietane-2-carbonyl]amino]-7-methoxy-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CN1C(=NN=N1)SCC2=C(N3C([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,SRZNHPXWXCNNDU-PGEKIEPBSA-N,sider,50614,Blood bilirubin increased;Cholestasis;Hepatic function abnormal,0,unknown,0,1
"5-[(3aS,5R,6aS)-5-hydroxy-4-[(3S)-3-hydroxy-4-methyloct-1-en-6-ynyl]-3,3a,4,5,6,6a-hexahydro-1H-pentalen-2-ylidene]pentanoic acid",CC#CCC(C)[C@@H](C=CC1[C@@H](C[C@H]2[C@@H]1CC(=CCCCC(=O)O)C2)O)O,CC#CCC(C)[C@H](O)C=CC1[C@H](O)C[C@@H]2CC(=CCCCC(=O)O)C[C@H]12,HIFJCPQKFCZDDL-NYBPDPFASA-N,sider,54313,Blood alkaline phosphatase increased;Gamma-glutamyltransferase increased,0,unknown,0,1
H-DL-Phe-DL-Cys(1)-DL-Phe-DL-Trp-DL-Lys-DL-xiThr-DL-Cys(1)-Thr-ol.2CH3CO2H,C[C@H]([C@@H](CO)NC(=O)C1CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)C(C)O)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)O.CC(=O)O.CC(=O)O,CC(O)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(N)Cc2ccccc2)CSSCC(C(=O)N[C@H](CO)[C@@H](C)O)NC1=O,QWFYIFWTVZFPRY-AARKYNAGSA-N,sider,54373,Blood alkaline phosphatase increased;Cholestasis;Hepatic steatosis;Hepatitis;Hepatitis acute;Hepatitis cholestatic;Jaundice;Jaundice cholestatic;Transaminases increased,0,unknown,0,1
Simvastatin,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,RYMZZMVNJRMUDD-HGQWONQESA-N,sider,54454,Blood alkaline phosphatase increased;Hepatic cancer;Hepatic failure;Hepatic function abnormal;Hepatic necrosis;Hepatitis;Hepatitis chronic active;Hepatocellular carcinoma;Hepatocellular injury;Jaundice;Jaundice cholestatic;Liver disorder;Transaminases increased,0,unknown,0,1
"7-[[2-(2-Amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-(methoxymethyl)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",COCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,COCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOC)c3csc(N)n3)C2SC1,WYUSVOMTXWRGEK-UHFFFAOYSA-N,sider,54547,Alanine aminotransferase increased;Aspartate aminotransferase increased;Cholestasis;Hepatic function abnormal;Liver injury,0,unknown,0,1
"11-(4-dimethylamino-3-hydroxy-6-methyltetrahydro-2H-2-pyranyloxy)-3-ethyl-4,5-dihydroxy-13-(5-hydroxy-4-methoxy-4,6-dimethyltetrahydro-2H-2-pyranyloxy)-10-methoxy-4,6,8,10,12,14-hexamethyl-2-oxacyclotetradecane-1,7-dione",CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)[C@H](C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,AGOYDEPGAOXOCK-AVDMLEEESA-N,sider,54688,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin increased;Cholestasis;Gamma-glutamyltransferase increased;Hepatic failure;Hepatic function abnormal;Hepatitis;Hepatitis cholestatic;Hepatomegaly;Hepatotoxicity;Jaundice;Jaundice cholestatic;Jaundice hepatocellular;Liver function test abnormal,0,unknown,0,1
Atomoxetine Hydrochloride,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2.Cl,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,LUCXVPAZUDVVBT-UNTBIKODSA-N,sider,54840,Hepatic failure,0,unknown,0,1
Moexiprilat,C[C@@H](C(=O)N1CC2=CC(=C(C=C2C[C@H]1C(=O)O)OC)OC)N[C@@H](CCC3=CC=CC=C3)C(=O)O,COc1cc2c(cc1OC)CN(C(=O)[C@H](C)N[C@@H](CCc1ccccc1)C(=O)O)[C@H](C(=O)O)C2,CMPAGYDKASJORH-YSSFQJQWSA-N,sider,55331,Hepatitis,0,unknown,0,1
Gadopentetate Dimeglumine,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-].[Gd+3],O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,LGMLJQFQKXPRGA-VPVMAENOSA-K,sider,55466,Blood bilirubin increased;Hepatic enzyme increased,0,unknown,0,1
"[(1S,2R)-2-(Diethylcarbamoyl)-2-phenylcyclopropyl]methylazanium;chloride",CCN(CC)C(=O)[C@@]1(C[C@@H]1C[NH3+])C2=CC=CC=C2.[Cl-],CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,XNCDYJFPRPDERF-PBCQUBLHSA-N,sider,55480,Hepatitis;Liver function test abnormal,0,unknown,0,1
Fosphenytoin Sodium,C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)COP(=O)([O-])[O-])C3=CC=CC=C3.[Na+].[Na+],O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,GQPXYJNXTAFDLT-UHFFFAOYSA-L,sider,56338,Liver function test abnormal,0,unknown,0,1
"3-[13-[1-[1-[8,12-Bis(2-carboxyethyl)-17-(1-hydroxyethyl)-3,7,13,18-tetramethyl-21,24-dihydroporphyrin-2-yl]ethoxy]ethyl]-18-(2-carboxyethyl)-8-(1-hydroxyethyl)-3,7,12,17-tetramethyl-22,23-dihydroporphyrin-2-yl]propanoic acid",CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C(C)OC(C)C6=C(C7=CC8=C(C(=C(N8)C=C9C(=C(C(=N9)C=C1C(=C(C(=N1)C=C6N7)C)CCC(=O)O)CCC(=O)O)C)C)C(C)O)C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C(C)O,CC1=C(CCC(=O)O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5C(C)O)c(C)c4C(C)OC(C)c1c(C)c2cc4nc(cc5nc(cc6[nH]c(cc1[nH]2)c(C)c6C(C)O)C(C)=C5CCC(=O)O)C(CCC(=O)O)=C4C)C(C)=C3CCC(=O)O,UZFPOOOQHWICKY-UHFFFAOYSA-N,sider,57166,Jaundice,0,unknown,0,1
Imiquimod,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,CC(C)Cn1cnc2c(N)nc3ccccc3c21,DOUYETYNHWVLEO-UHFFFAOYSA-N,sider,57469,Hepatic enzyme increased;Hepatic function abnormal,0,unknown,0,1
alpha-ethyl-2-oxo-1-Pyrrolidineacetamide,CCC(C(=O)N)N1CCCC1=O,CCC(C(N)=O)N1CCCC1=O,HPHUVLMMVZITSG-UHFFFAOYSA-N,sider,59708,Hepatic failure;Hepatitis;Hepatocellular injury;Liver disorder;Liver function test abnormal,0,unknown,0,1
Adapalene,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,LZCDAPDGXCYOEH-UHFFFAOYSA-N,sider,60164,Hepatitis,0,unknown,0,1
Adefovir,C1=NC(=C2C(=N1)N(C=N2)CCOCP(=O)(O)O)N,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,SUPKOOSCJHTBAH-UHFFFAOYSA-N,sider,60172,Hepatitis,0,unknown,0,1
Perindopril Impurity 65 t-Butylamine,CCC[C@@H](C(=O)OCC)N[C@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O.CC(C)(C)N,CCC[C@H](N[C@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,IYNMDWMQHSMDDE-GYFKHDNESA-N,sider,60183,Hepatic failure;Jaundice,0,unknown,0,1
Exemestane,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,BFYIZQONLCFLEV-DAELLWKTSA-N,sider,60198,Hepatitis;Hepatitis cholestatic;Liver disorder,0,unknown,0,1
Zileuton,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,CC(c1cc2ccccc2s1)N(O)C(N)=O,MWLSOWXNZPKENC-UHFFFAOYSA-N,sider,60490,Hepatitis;Hepatotoxicity;Jaundice;Liver disorder;Liver injury;Traumatic liver injury,0,unknown,0,1
Levomedetomidine,CC1=C(C(=CC=C1)[C@@H](C)C2=CN=CN2)C,Cc1cccc([C@@H](C)c2cnc[nH]2)c1C,CUHVIMMYOGQXCV-LLVKDONJSA-N,sider,60612,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Gamma-glutamyltransferase increased;Hepatic function abnormal,0,unknown,0,1
Cidofovir,C1=CN(C(=O)N=C1N)C[C@@H](CO)OCP(=O)(O)O,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,VWFCHDSQECPREK-LURJTMIESA-N,sider,60613,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Hepatic function abnormal;Hepatic necrosis;Hepatitis;Hepatocellular injury;Hepatomegaly;Jaundice;Liver injury,0,unknown,0,1
"[4-[(5S,5aR,8aR,9R)-5-[(7,8-dihydroxy-2-methyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl)oxy]-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-9-yl]-2,6-dimethoxyphenyl] dihydrogen phosphate",CC1OCC2C(O1)C(C(C(O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)OP(=O)(O)O)OC)O)O,COc1cc([C@@H]2c3cc4c(cc3[C@@H](OC3OC5COC(C)OC5C(O)C3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OP(=O)(O)O,LIQODXNTTZAGID-GDAYZDJCSA-N,sider,60668,Hepatic enzyme increased;Hepatotoxicity,0,unknown,0,1
"(4R)-3-[(3S,5S)-5-(dimethylcarbamoyl)pyrrolidin-3-yl]sulfanyl-6-[(1S)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid;trihydrate",C[C@@H]1C2C(C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)N(C)C)C(=O)O)[C@H](C)O.O.O.O,C[C@H](O)C1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)C12,CTUAQTBUVLKNDJ-TXBRDXQXSA-N,sider,60706,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin increased;Cholestasis;Gamma-glutamyltransferase increased;Hepatic failure;Hepatitis;Jaundice;Jaundice cholestatic,0,unknown,0,1
Omniscan,CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].O.[Gd+3],CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NC)CC(=O)O)CC(=O)O,XPCLDSMKWNNKOM-UHFFFAOYSA-K,sider,60754,Hepatic enzyme increased,0,unknown,0,1
"Butanediamide, N1-((1S,2R)-3-((3S)-3-(((1,1-dimethylethyl)amino)carbonyl)octahydro-2(1H)-isoquinolinyl)-2-hydroxy-1-(phenylmethyl)propyl)-2-((2-quinolinylcarbonyl)amino)-, (2S)-",CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,QWAXKHKRTORLEM-LINFGICFSA-N,sider,60787,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin increased;Gamma-glutamyltransferase increased;Hepatitis;Hepatitis chronic active;Hepatomegaly;Jaundice;Liver disorder;Liver function test abnormal;Transaminases increased,0,unknown,0,1
Aripiprazole,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,CEUORZQYGODEFX-UHFFFAOYSA-N,sider,60795,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin increased;Gamma-glutamyltransferase increased;Hepatic enzyme increased;Hepatic failure;Hepatitis;Hepatomegaly;Jaundice;Liver function test abnormal;Transaminases increased,0,unknown,0,1
Remifentanil Hydrochloride,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC.Cl,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,WFBMIPUMYUHANP-UHFFFAOYSA-N,sider,60814,Hepatic function abnormal,0,unknown,0,1
Duloxetine Hydrochloride,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,BFFSMCNJSOPUAY-LMOVPXPDSA-N,sider,60834,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin increased;Gamma-glutamyltransferase increased;Hepatic enzyme increased;Hepatic failure;Hepatic steatosis;Hepatitis;Hepatotoxicity;Jaundice;Liver function test abnormal;Liver injury;Traumatic liver injury,0,unknown,0,1
pemetrexed,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)N[C@H](CCC(=O)O)C(=O)O,Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,WBXPDJSOTKVWSJ-CYBMUJFWSA-N,sider,60843,Alanine aminotransferase increased;Aspartate aminotransferase increased;Gamma-glutamyltransferase increased;Hepatic cancer metastatic;Hepatitis;Metastases to liver,0,unknown,0,1
Ibandronate,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,MPBVHIBUJCELCL-UHFFFAOYSA-N,sider,60852,Gamma-glutamyltransferase increased,0,unknown,0,1
Ziprasidone hydrochloride monohydrate,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54.O.Cl,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,ZCBZSCBNOOIHFP-UHFFFAOYSA-N,sider,60853,Blood alkaline phosphatase increased;Gamma-glutamyltransferase increased;Hepatic enzyme increased;Hepatic steatosis;Hepatitis;Hepatomegaly;Jaundice;Jaundice cholestatic;Liver disorder;Liver function test abnormal,0,unknown,0,1
